Loan_ID,Customer_ID,Branch_ID,Loan_Type,Loan_Start_Date,Loan_Amount,Interest_Rate,Tenure_Months,Outstanding_Amount,Loan_Status
LOAN00269,CUST07120,BR001,Auto Loan,2024-10-02,1542178.69,14.3,84,363608.54,Pending
LOAN00270,CUST05241,BR035,Personal Loan,2021-03-05,497345.64,10.09,120,54168.98,Defaulted
LOAN00271,CUST04427,BR039,Auto Loan,2025-03-31,516145.13,8.83,84,289213.5,Defaulted
LOAN00272,CUST06677,BR007,Business Loan,2021-01-02,3308641.26,11.18,36,1914155.22,Defaulted
LOAN00273,CUST02825,BR045,Home Loan,2022-06-23,5277567.45,9.85,12,4850065.34,Defaulted
LOAN00274,CUST03795,BR035,Home Loan,2022-04-13,1577408.33,11.08,180,1040424.07,Closed
LOAN00275,CUST06672,BR029,Business Loan,2021-12-30,1304638.5,12.05,120,418914.15,Defaulted
LOAN00276,CUST02813,BR022,Business Loan,2024-08-26,326420.21,13.73,84,73440.69,Closed
LOAN00277,CUST02865,BR056,Business Loan,2020-03-08,2362263.6,11.99,240,302654.78,Pending
LOAN00278,CUST00980,BR002,Business Loan,2022-10-30,2615304.35,8.98,84,783045.05,Closed
LOAN00279,CUST04772,BR026,Education Loan,2025-11-04,1253193.78,12.98,84,446242.11,Pending
LOAN00280,CUST03073,BR013,Home Loan,2023-11-22,3152148.87,11.06,84,3142323.38,Defaulted
LOAN00281,CUST06177,BR049,Home Loan,2022-04-08,4789890.5,8.13,120,2551376.47,Pending
LOAN00282,CUST00515,BR039,Personal Loan,2024-01-01,749400.92,14.83,180,420238.17,Active
LOAN00283,CUST06267,BR030,Home Loan,2020-03-09,6685488.05,8.86,60,508454.38,Defaulted
LOAN00284,CUST03660,BR041,Auto Loan,2025-04-26,1573553.42,9.64,36,99110.92,Defaulted
LOAN00285,CUST07450,BR030,Personal Loan,2024-08-07,552341.07,13.54,180,462464.44,Closed
LOAN00286,CUST02168,BR014,Home Loan,2022-08-06,4718567.2,14.2,12,2566939.32,Pending
LOAN00287,CUST00852,BR060,Auto Loan,2020-06-01,935007.76,13.9,24,63887.58,Closed
LOAN00288,CUST07179,BR048,Auto Loan,2024-04-22,1889192.89,14.68,12,1174253.67,Active
LOAN00289,CUST05535,BR048,Home Loan,2021-07-23,7157662.23,9.84,120,4811991.44,Pending
LOAN00290,CUST05349,BR039,Home Loan,2024-04-19,7152798.58,7.8,36,1295539.31,Active
LOAN00291,CUST01015,BR041,Education Loan,2024-09-28,598391.79,8.07,84,143060.02,Pending
LOAN00292,CUST07597,BR059,Education Loan,2021-05-25,1376064.09,15.29,48,369153.32,Pending
LOAN00293,CUST07862,BR008,Personal Loan,2025-10-08,667053.32,9.61,240,195800.66,Active
LOAN00294,CUST02484,BR036,Personal Loan,2024-11-19,765368.33,13.72,180,589190.04,Closed
LOAN00295,CUST00281,BR030,Home Loan,2022-11-16,4502955.48,11.18,84,2515710.71,Active
LOAN00296,CUST00047,BR046,Home Loan,2021-04-18,2801792.71,12.3,180,1128425.47,Active
LOAN00297,CUST03202,BR059,Home Loan,2023-10-30,7195822.72,10.7,240,3910371.77,Active
LOAN00298,CUST06819,BR058,Personal Loan,2022-03-13,238837.35,12.17,36,137501.45,Pending
LOAN00299,CUST02785,BR059,Education Loan,2020-09-27,693202.02,8.36,24,267015.01,Closed
LOAN00300,CUST06731,BR039,Home Loan,2021-02-06,3341516.01,10.56,12,1706072.14,Defaulted
LOAN00301,CUST06498,BR015,Auto Loan,2023-01-03,920636.31,9.82,120,672525.35,Closed
LOAN00302,CUST00032,BR038,Business Loan,2021-10-12,3454904.52,10.81,12,416232.49,Active
LOAN00303,CUST05115,BR014,Auto Loan,2021-12-08,615857.47,11.82,12,525106.76,Active
LOAN00304,CUST00248,BR054,Home Loan,2023-02-24,4534960.31,8.09,60,3975382.67,Active
LOAN00305,CUST00838,BR039,Business Loan,2022-09-24,4431253.36,11.98,12,2573963.68,Defaulted
LOAN00306,CUST04946,BR022,Personal Loan,2024-02-25,59817.54,10.73,48,37339.31,Pending
LOAN00307,CUST07512,BR058,Education Loan,2022-08-19,147817.28,12.87,36,77992.9,Closed
LOAN00308,CUST03498,BR005,Auto Loan,2023-01-27,1026692.34,9.7,84,969662.84,Pending
LOAN00309,CUST04879,BR045,Home Loan,2025-05-17,5453730.71,13.46,120,1353157.27,Active
LOAN00310,CUST00940,BR060,Personal Loan,2022-02-16,619870.64,11.31,240,56207.49,Pending
LOAN00311,CUST06148,BR005,Business Loan,2025-08-09,673921.7,14.95,36,489837.45,Pending
LOAN00312,CUST03568,BR044,Education Loan,2025-06-24,1487391.8,12.83,120,429786.32,Defaulted
LOAN00313,CUST03044,BR055,Home Loan,2023-01-12,7893556.26,11.69,120,2080723.74,Closed
LOAN00314,CUST07627,BR058,Education Loan,2021-07-16,1391572.02,15.12,48,998369.83,Closed
LOAN00315,CUST02884,BR048,Business Loan,2020-08-17,2724950.55,14.45,120,1434481.06,Defaulted
LOAN00316,CUST02664,BR018,Personal Loan,2022-12-04,140355.74,12.7,48,17946.43,Closed
LOAN00317,CUST01227,BR009,Auto Loan,2024-02-20,398600.92,11.24,84,370024.89,Defaulted
LOAN00318,CUST05704,BR011,Home Loan,2025-01-01,4980090.34,10.7,240,508188.36,Defaulted
LOAN00319,CUST04283,BR051,Education Loan,2023-11-25,787949.63,12.72,12,220250.05,Active
LOAN00320,CUST05458,BR019,Auto Loan,2025-11-22,1882891.92,8.6,240,806254.68,Pending
LOAN00321,CUST02044,BR036,Auto Loan,2022-11-07,603971.67,8.3,24,592300.69,Active
LOAN00322,CUST07532,BR052,Personal Loan,2025-09-26,246553.29,9.68,12,27423.75,Closed
LOAN00323,CUST04401,BR012,Home Loan,2021-06-21,7402737.53,9.48,120,3723019.6,Active
LOAN00324,CUST06658,BR014,Personal Loan,2025-06-26,400036.39,13.52,84,237671.54,Defaulted
LOAN00325,CUST04606,BR055,Personal Loan,2020-06-04,125683.85,10.68,36,29751.76,Defaulted
LOAN00326,CUST07295,BR004,Auto Loan,2024-01-07,787477.99,11.44,48,80769.49,Defaulted
LOAN00327,CUST02944,BR033,Personal Loan,2024-07-30,348821.44,14.21,180,148910.28,Active
LOAN00328,CUST07521,BR026,Auto Loan,2021-03-23,859376.22,15.48,180,371118.23,Closed
LOAN00329,CUST07500,BR055,Personal Loan,2024-12-18,786536.47,10.06,36,635941.92,Active
LOAN00330,CUST02423,BR015,Home Loan,2025-01-24,5239037.93,7.49,240,1161310.75,Active
LOAN00331,CUST04944,BR001,Auto Loan,2024-05-08,697348.47,9.05,12,96338.51,Pending
LOAN00332,CUST03484,BR008,Auto Loan,2020-06-23,1980539.04,8.4,84,1447350.02,Closed
LOAN00333,CUST02514,BR050,Business Loan,2020-06-25,4960758.27,9.05,36,3519816.51,Defaulted
LOAN00334,CUST03792,BR006,Home Loan,2025-08-19,4139657.6,13.5,180,783643.31,Active
LOAN00335,CUST07303,BR031,Personal Loan,2022-08-09,442613.4,7.38,36,397371.7,Active
LOAN00336,CUST03053,BR046,Business Loan,2024-07-25,484553.93,8.06,12,35323.93,Pending
LOAN00337,CUST00059,BR015,Personal Loan,2021-01-12,372809.86,10.47,24,165162.52,Closed
LOAN00338,CUST02678,BR005,Personal Loan,2021-10-23,485098.26,10.9,120,243653.01,Active
LOAN00339,CUST04509,BR036,Auto Loan,2025-10-21,940040.32,10.49,240,548329.05,Defaulted
LOAN00340,CUST07713,BR024,Personal Loan,2020-06-12,372800.18,11.21,36,238093.92,Closed
LOAN00341,CUST04823,BR044,Auto Loan,2024-04-19,774601.28,12.86,120,666929.78,Pending
LOAN00342,CUST06489,BR001,Auto Loan,2025-02-03,612938.79,13.81,48,410273.76,Closed
LOAN00343,CUST02764,BR001,Personal Loan,2024-08-13,524559.73,12.45,48,255707.42,Closed
LOAN00344,CUST06559,BR007,Personal Loan,2022-01-04,627729.15,11.15,12,129881.39,Closed
LOAN00345,CUST06068,BR007,Education Loan,2020-11-16,1022230.32,8.73,24,110603.13,Closed
LOAN00346,CUST02011,BR013,Home Loan,2022-08-30,7280210.05,12.69,60,3654290.46,Pending
LOAN00347,CUST04367,BR035,Personal Loan,2023-01-15,418548.24,10.3,240,228966.03,Pending
LOAN00348,CUST01418,BR028,Personal Loan,2022-04-07,493193.73,10.64,48,466852.11,Defaulted
LOAN00349,CUST07323,BR028,Home Loan,2020-12-27,4610296.8,14.61,240,2396685.15,Active
LOAN00350,CUST07663,BR052,Home Loan,2023-06-08,7010828.17,11.71,240,603208.68,Active
LOAN00351,CUST01982,BR037,Personal Loan,2022-05-14,433821.22,11.06,84,317381.53,Closed
LOAN00352,CUST05674,BR043,Personal Loan,2023-12-03,493616.37,13.34,12,472369.14,Active
LOAN00353,CUST05249,BR007,Business Loan,2024-01-05,4767272.96,13.38,36,1834870.64,Defaulted
LOAN00354,CUST00409,BR048,Business Loan,2020-06-04,1910262.16,7.68,24,1863985.79,Active
LOAN00355,CUST06978,BR003,Auto Loan,2024-09-08,636557.46,14.58,36,350693.87,Defaulted
LOAN00356,CUST05869,BR030,Business Loan,2022-03-13,4021078.18,10.05,36,488245.17,Pending
LOAN00357,CUST03047,BR059,Education Loan,2020-11-28,608327.02,13.04,240,210662.01,Closed
LOAN00358,CUST03703,BR029,Education Loan,2021-12-21,381766.21,12.62,84,95011.02,Active
LOAN00359,CUST03141,BR021,Auto Loan,2025-01-02,1672472.77,13.43,36,1377803.24,Defaulted
LOAN00360,CUST01561,BR032,Business Loan,2024-04-17,2174087.54,9.42,12,878430.94,Closed
LOAN00361,CUST02558,BR021,Home Loan,2022-10-10,4026610.14,13.53,36,557589.22,Defaulted
LOAN00362,CUST01788,BR012,Business Loan,2022-05-12,1660411.98,11.7,84,375079.34,Active
LOAN00363,CUST07843,BR056,Business Loan,2020-01-12,2178839.56,15.07,180,1002306.06,Active
LOAN00364,CUST02440,BR015,Business Loan,2025-11-09,491544.45,7.51,120,79795.51,Closed
LOAN00365,CUST02013,BR040,Home Loan,2021-11-02,3926005.52,14.76,36,3421611.73,Closed
LOAN00366,CUST01760,BR019,Home Loan,2023-04-03,2436909.04,11.03,120,1490256.02,Defaulted
LOAN00367,CUST04637,BR009,Business Loan,2020-05-02,4401303.11,14.43,60,1194135.94,Closed
LOAN00368,CUST03544,BR059,Business Loan,2020-01-15,1004331.07,10.57,36,583543.64,Closed
LOAN00369,CUST02151,BR039,Personal Loan,2022-10-03,572028.46,9.8,60,424807.0,Defaulted
LOAN00370,CUST02270,BR056,Education Loan,2025-12-03,452924.42,12.59,12,156372.05,Active
LOAN00371,CUST06827,BR058,Business Loan,2020-03-26,4600243.07,8.17,120,4161621.32,Closed
LOAN00372,CUST06123,BR045,Home Loan,2024-03-29,7116496.66,8.84,48,6114471.26,Defaulted
LOAN00373,CUST05762,BR003,Home Loan,2022-10-27,7230465.68,9.51,48,1025444.38,Active
LOAN00374,CUST06940,BR024,Auto Loan,2021-11-11,956082.61,7.11,240,894653.34,Closed
LOAN00375,CUST01728,BR042,Personal Loan,2024-02-25,677564.66,13.75,36,393379.63,Defaulted
LOAN00376,CUST05190,BR026,Education Loan,2024-12-05,751353.04,15.4,84,551771.96,Defaulted
LOAN00377,CUST06447,BR003,Business Loan,2022-04-16,584481.73,8.89,12,162063.41,Defaulted
LOAN00378,CUST00267,BR008,Business Loan,2020-02-28,3841652.33,15.14,240,1059367.82,Defaulted
LOAN00379,CUST01201,BR022,Education Loan,2023-02-08,1348288.14,14.12,84,527308.47,Closed
LOAN00380,CUST04326,BR015,Personal Loan,2024-01-09,491941.96,12.61,240,215467.31,Pending
LOAN00381,CUST04551,BR041,Auto Loan,2021-05-28,1795009.07,10.95,120,1459512.59,Pending
LOAN00382,CUST04171,BR054,Education Loan,2022-08-13,994415.71,14.26,36,984785.02,Pending
LOAN00383,CUST03420,BR002,Auto Loan,2024-02-13,643702.87,12.8,60,215960.5,Active
LOAN00384,CUST01748,BR008,Personal Loan,2023-06-10,184106.96,10.1,180,164156.42,Closed
LOAN00385,CUST03624,BR024,Education Loan,2022-10-03,572786.04,9.74,84,270114.1,Defaulted
LOAN00386,CUST07349,BR014,Education Loan,2021-02-10,230846.66,13.88,48,28314.56,Active
LOAN00387,CUST02378,BR003,Education Loan,2024-12-22,1110132.0,8.13,36,379446.63,Pending
LOAN00388,CUST01313,BR050,Auto Loan,2023-01-05,1815986.41,13.92,240,1146567.31,Active
LOAN00389,CUST00343,BR058,Auto Loan,2024-12-05,1237449.54,12.77,12,624746.07,Defaulted
LOAN00390,CUST01852,BR060,Home Loan,2023-09-12,4298020.56,10.74,240,958749.32,Pending
LOAN00391,CUST02798,BR029,Business Loan,2024-12-24,1747477.53,13.86,24,679138.78,Active
LOAN00392,CUST02754,BR043,Auto Loan,2022-05-13,939274.55,8.85,60,219821.84,Active
LOAN00393,CUST00642,BR027,Business Loan,2021-02-05,4001040.41,9.43,12,1780256.37,Defaulted
LOAN00394,CUST07983,BR015,Education Loan,2025-09-28,423389.0,9.36,24,120131.37,Closed
LOAN00395,CUST03656,BR009,Personal Loan,2020-02-29,178297.12,15.39,12,62576.66,Closed
LOAN00396,CUST07269,BR051,Personal Loan,2025-12-18,421623.13,7.53,180,238597.78,Pending
LOAN00397,CUST02843,BR023,Auto Loan,2021-10-05,1668151.04,12.83,180,1025443.46,Active
LOAN00398,CUST05370,BR039,Business Loan,2020-11-15,1081728.41,12.18,120,961735.2,Active
LOAN00399,CUST00440,BR026,Business Loan,2024-01-23,2162987.38,12.67,120,1025648.19,Defaulted
LOAN00400,CUST02816,BR021,Business Loan,2025-08-27,898251.32,11.75,12,517244.28,Closed
LOAN00401,CUST00170,BR025,Home Loan,2024-05-08,1605643.81,12.23,24,686136.34,Pending
LOAN00402,CUST02893,BR035,Education Loan,2025-12-12,307683.66,12.51,24,128451.66,Pending
LOAN00403,CUST04204,BR020,Education Loan,2023-04-15,502352.4,10.9,12,179367.24,Pending
LOAN00404,CUST07840,BR005,Home Loan,2020-12-23,1985814.74,7.45,48,1482649.86,Defaulted
LOAN00405,CUST03318,BR016,Personal Loan,2024-11-16,81156.09,9.19,36,71294.09,Defaulted
LOAN00406,CUST00879,BR007,Home Loan,2024-08-09,1728140.19,7.49,84,337611.99,Closed
LOAN00407,CUST02473,BR025,Personal Loan,2020-12-28,251431.63,13.61,240,225887.94,Closed
LOAN00408,CUST05101,BR005,Home Loan,2025-10-30,6555381.92,12.82,84,3842605.19,Active
LOAN00409,CUST06487,BR033,Home Loan,2024-10-08,2911408.02,10.64,12,2458577.91,Closed
LOAN00410,CUST04090,BR041,Education Loan,2025-08-29,570181.87,11.76,120,450046.72,Active
LOAN00411,CUST00171,BR022,Home Loan,2023-01-25,1913628.06,10.52,48,113050.98,Active
LOAN00412,CUST04236,BR029,Education Loan,2025-06-11,563336.81,9.37,180,511171.72,Active
LOAN00413,CUST05815,BR020,Business Loan,2023-04-12,3725037.96,7.35,240,614252.71,Defaulted
LOAN00414,CUST00523,BR036,Education Loan,2025-04-26,497883.94,10.72,48,462768.41,Active
LOAN00415,CUST03525,BR045,Home Loan,2022-04-14,6209634.63,9.36,84,831562.44,Defaulted
LOAN00416,CUST01460,BR017,Auto Loan,2020-07-09,1225989.86,11.99,24,1012856.88,Closed
LOAN00417,CUST07232,BR041,Auto Loan,2020-08-15,923532.8,10.39,36,476975.71,Defaulted
LOAN00418,CUST00404,BR053,Home Loan,2020-12-07,7385017.35,10.04,84,3674784.43,Defaulted
LOAN00419,CUST03718,BR012,Education Loan,2020-04-19,1002463.41,15.03,36,405791.3,Defaulted
LOAN00420,CUST03794,BR001,Business Loan,2024-08-06,2444638.16,13.62,240,1978998.73,Closed
LOAN00421,CUST06159,BR057,Home Loan,2025-12-17,7485494.64,9.38,240,7340602.96,Pending
LOAN00422,CUST07556,BR055,Auto Loan,2021-10-11,1536987.26,7.59,240,1335290.18,Closed
LOAN00423,CUST04894,BR019,Education Loan,2021-03-15,1421357.79,8.74,60,818883.23,Pending
LOAN00424,CUST04008,BR053,Education Loan,2023-02-15,736207.02,12.25,240,312068.94,Defaulted
LOAN00425,CUST00872,BR049,Auto Loan,2024-05-09,630023.99,12.58,240,141208.01,Active
LOAN00426,CUST01514,BR056,Personal Loan,2021-12-26,661206.42,8.63,240,93711.09,Defaulted
LOAN00427,CUST01337,BR023,Home Loan,2021-08-05,2878010.33,12.71,12,2111013.18,Pending
LOAN00428,CUST03416,BR025,Business Loan,2022-03-27,3650125.12,8.19,60,3071662.16,Pending
LOAN00429,CUST02482,BR049,Personal Loan,2020-08-03,661986.36,7.81,240,426907.98,Closed
LOAN00430,CUST04522,BR007,Personal Loan,2024-09-06,718569.39,10.95,120,160980.71,Defaulted
LOAN00431,CUST07620,BR001,Auto Loan,2022-06-13,771625.07,9.04,120,157910.76,Defaulted
LOAN00432,CUST01579,BR037,Personal Loan,2020-09-06,71876.76,14.55,48,37758.91,Defaulted
LOAN00433,CUST06160,BR013,Home Loan,2023-10-24,1264189.33,11.67,24,1180645.55,Closed
LOAN00434,CUST05852,BR009,Home Loan,2025-06-26,2231875.08,15.38,36,2214840.81,Defaulted
LOAN00435,CUST05130,BR003,Auto Loan,2025-08-25,1622427.77,12.31,48,1458697.15,Pending
LOAN00436,CUST03855,BR010,Business Loan,2025-02-18,1959729.13,11.84,180,1323424.98,Closed
LOAN00437,CUST06933,BR008,Education Loan,2024-12-10,903039.81,12.2,12,121391.21,Active
LOAN00438,CUST00851,BR024,Business Loan,2023-07-02,1072323.79,8.81,24,362945.58,Closed
LOAN00439,CUST06755,BR012,Personal Loan,2023-08-01,188798.79,13.64,48,10191.89,Defaulted
LOAN00440,CUST07783,BR037,Home Loan,2024-05-28,5520669.73,11.67,180,3392798.46,Defaulted
LOAN00441,CUST01209,BR041,Auto Loan,2023-07-05,1765483.44,9.1,84,239007.7,Active
LOAN00442,CUST01179,BR031,Home Loan,2022-08-11,7057598.73,7.68,84,6995597.84,Pending
LOAN00443,CUST05596,BR040,Personal Loan,2020-07-22,86407.8,12.72,24,19977.15,Closed
LOAN00444,CUST05518,BR029,Auto Loan,2023-04-17,1136238.7,7.47,60,423561.71,Defaulted
LOAN00445,CUST00872,BR060,Personal Loan,2023-08-26,676238.64,10.19,240,372951.89,Closed
LOAN00446,CUST03586,BR034,Personal Loan,2020-08-15,140620.66,11.83,84,45864.7,Pending
LOAN00447,CUST03952,BR049,Education Loan,2025-03-12,953390.8,8.4,12,439410.22,Pending
LOAN00448,CUST00084,BR006,Personal Loan,2020-08-12,577556.24,11.55,24,344711.75,Defaulted
LOAN00449,CUST00768,BR050,Education Loan,2023-12-22,940927.65,7.59,84,418736.65,Active
LOAN00450,CUST03880,BR024,Business Loan,2021-10-06,2104977.22,11.92,48,1680620.3,Active
LOAN00451,CUST07549,BR049,Business Loan,2025-01-08,3470820.89,8.19,48,1553252.8,Closed
LOAN00452,CUST07497,BR030,Personal Loan,2022-12-06,508133.89,12.48,12,133119.46,Defaulted
LOAN00453,CUST03550,BR028,Home Loan,2021-12-08,5405436.9,14.41,12,714702.96,Active
LOAN00454,CUST00357,BR024,Auto Loan,2025-05-06,645273.99,10.22,24,403736.3,Defaulted
LOAN00455,CUST04474,BR052,Home Loan,2022-03-07,3928417.42,7.88,48,3083005.21,Active
LOAN00456,CUST03261,BR036,Personal Loan,2021-01-24,679965.52,8.44,60,439197.43,Active
LOAN00457,CUST04783,BR008,Personal Loan,2020-06-13,78425.17,13.85,84,66092.76,Closed
LOAN00458,CUST01809,BR020,Education Loan,2021-09-09,921080.35,12.38,36,604668.37,Defaulted
LOAN00459,CUST06206,BR027,Education Loan,2020-06-15,1316911.91,14.53,84,1061972.53,Active
LOAN00460,CUST07437,BR041,Auto Loan,2020-10-27,470392.09,14.0,84,169593.14,Pending
LOAN00461,CUST02261,BR020,Business Loan,2023-12-14,2593315.49,12.72,84,1651422.07,Closed
LOAN00462,CUST06666,BR015,Home Loan,2022-06-28,6778091.39,11.4,84,4146649.65,Defaulted
LOAN00463,CUST04448,BR022,Personal Loan,2021-03-03,597252.58,11.86,12,572590.86,Pending
LOAN00464,CUST03121,BR003,Business Loan,2024-05-11,350758.37,15.16,36,283332.7,Defaulted
LOAN00465,CUST05033,BR027,Education Loan,2024-12-23,784656.7,9.0,24,153567.02,Defaulted
LOAN00466,CUST07345,BR042,Home Loan,2020-10-29,4641269.19,12.0,12,3820444.51,Active
LOAN00467,CUST06200,BR056,Education Loan,2022-12-17,995727.12,14.72,12,664322.11,Pending
LOAN00468,CUST03313,BR003,Education Loan,2025-07-03,1458358.31,9.4,12,1215454.6,Active
LOAN00469,CUST03792,BR052,Home Loan,2024-10-19,7324956.12,9.58,84,3147859.45,Active
LOAN00470,CUST06158,BR044,Auto Loan,2023-05-05,1691943.01,11.97,240,593770.39,Pending
LOAN00471,CUST04429,BR047,Auto Loan,2022-09-12,337540.0,10.27,120,244770.26,Pending
LOAN00472,CUST06449,BR036,Business Loan,2024-05-29,2448312.16,14.6,84,1487633.15,Pending
LOAN00473,CUST05230,BR048,Education Loan,2024-07-09,1038378.68,14.12,60,321089.86,Closed
LOAN00474,CUST03515,BR025,Home Loan,2024-08-02,5323188.3,13.23,120,1799114.25,Defaulted
LOAN00475,CUST04560,BR047,Auto Loan,2023-08-30,1008925.1,11.12,180,362330.39,Active
LOAN00476,CUST03989,BR049,Home Loan,2022-02-10,3514588.2,10.95,36,3505693.28,Defaulted
LOAN00477,CUST00296,BR027,Personal Loan,2020-11-15,554139.85,13.78,84,539172.47,Active
LOAN00478,CUST00156,BR052,Business Loan,2021-06-27,1009037.42,7.3,60,605805.29,Pending
LOAN00479,CUST05337,BR054,Education Loan,2020-10-10,423802.49,9.7,12,137911.28,Closed
LOAN00480,CUST01497,BR050,Education Loan,2022-01-25,563099.27,11.07,48,290965.21,Defaulted
LOAN00481,CUST01589,BR050,Home Loan,2021-03-12,2591241.79,14.81,120,1371342.64,Defaulted
LOAN00482,CUST04675,BR047,Personal Loan,2023-05-27,583838.21,15.43,60,155550.75,Pending
LOAN00483,CUST02169,BR031,Education Loan,2021-06-28,349214.92,8.22,12,81006.68,Closed
LOAN00484,CUST01558,BR024,Personal Loan,2020-05-19,510689.57,10.74,240,254796.93,Active
LOAN00485,CUST03887,BR019,Personal Loan,2023-02-13,384087.89,13.48,120,285894.46,Defaulted
LOAN00486,CUST03285,BR026,Auto Loan,2024-10-09,1947607.86,8.5,36,1340161.6,Defaulted
LOAN00487,CUST07626,BR015,Auto Loan,2024-08-14,1573149.39,13.86,84,426296.43,Pending
LOAN00488,CUST04633,BR047,Home Loan,2022-11-02,1625846.02,11.5,48,1188799.11,Closed
LOAN00489,CUST00736,BR051,Home Loan,2023-02-15,3766724.65,11.25,24,2004593.95,Closed
LOAN00490,CUST03844,BR021,Education Loan,2022-09-10,452679.83,7.36,84,103858.67,Pending
LOAN00491,CUST04122,BR035,Home Loan,2021-10-29,2451690.48,13.64,84,1170183.72,Active
LOAN00492,CUST03808,BR055,Education Loan,2021-09-02,1432648.51,9.21,48,736569.01,Active
LOAN00493,CUST03899,BR036,Auto Loan,2021-10-24,940956.54,7.04,24,808348.98,Defaulted
LOAN00494,CUST02785,BR022,Home Loan,2021-04-10,2927879.14,11.79,180,1929236.5,Defaulted
LOAN00495,CUST05342,BR023,Home Loan,2020-05-27,3379984.37,8.71,24,762485.31,Active
LOAN00496,CUST02413,BR035,Auto Loan,2024-02-18,1908007.52,7.32,48,1515174.26,Active
LOAN00497,CUST00929,BR033,Home Loan,2021-08-01,3812898.25,9.6,48,2226603.2,Defaulted
LOAN00498,CUST01544,BR018,Business Loan,2020-08-25,1025002.76,14.56,12,576962.25,Pending
LOAN00499,CUST03962,BR037,Business Loan,2020-09-12,3683144.26,11.57,48,2406482.98,Defaulted
LOAN00500,CUST01170,BR051,Personal Loan,2020-07-06,353407.01,8.47,12,240746.25,Defaulted
LOAN00501,CUST05719,BR011,Auto Loan,2022-03-22,1913522.25,11.54,48,1546432.16,Defaulted
LOAN00502,CUST01242,BR004,Auto Loan,2024-03-08,796887.27,11.93,48,433854.63,Pending
LOAN00503,CUST01137,BR060,Home Loan,2023-10-19,2925718.86,12.5,24,2364247.71,Pending
LOAN00504,CUST04351,BR047,Auto Loan,2023-08-26,1608139.91,11.24,180,1440134.24,Active
LOAN00505,CUST02614,BR038,Business Loan,2022-02-08,560407.01,11.04,24,483391.93,Closed
LOAN00506,CUST06998,BR024,Personal Loan,2025-06-18,746509.44,8.93,180,657596.93,Pending
LOAN00507,CUST02139,BR038,Business Loan,2021-01-09,4089581.2,7.68,12,2917671.49,Pending
LOAN00508,CUST05465,BR021,Auto Loan,2023-08-08,807503.8,11.93,60,599784.4,Pending
LOAN00509,CUST04290,BR060,Business Loan,2021-07-07,2746531.95,13.4,48,810898.93,Active
LOAN00510,CUST05914,BR015,Personal Loan,2021-12-01,391659.54,9.89,240,269472.11,Defaulted
LOAN00511,CUST02312,BR042,Auto Loan,2022-11-01,1741462.31,9.37,120,867132.51,Pending
LOAN00512,CUST00661,BR057,Home Loan,2025-10-10,7925028.37,9.04,48,3631791.83,Pending
LOAN00513,CUST06346,BR031,Home Loan,2024-04-07,2691203.63,9.26,24,852656.87,Closed
LOAN00514,CUST04585,BR035,Education Loan,2023-08-04,909151.02,13.31,120,414936.59,Closed
LOAN00515,CUST07445,BR008,Education Loan,2021-03-04,1383961.85,10.29,240,384094.67,Closed
LOAN00516,CUST00384,BR011,Auto Loan,2021-07-30,367951.66,12.38,240,60427.66,Pending
LOAN00517,CUST06820,BR007,Auto Loan,2020-04-25,1172586.56,13.17,60,960612.3,Closed
